age,fnlwgt,education.num,hours.per.week
35,154410,13,50
36,129591,9,40
20,284317,10,35
48,334409,13,50
60,106850,6,40
25,216583,13,43
19,292590,9,25
38,167440,13,40
35,30381,13,45
38,314052,9,38
27,255237,13,40
38,329980,13,55
40,209833,10,60
36,531055,9,48
39,104089,11,50
38,275223,10,40
31,594187,9,40
48,240629,9,40
39,278403,9,65
51,355954,10,60
23,215443,10,15
36,298717,9,40
19,299050,10,20
30,79303,11,60
37,95855,7,40
35,38294,9,40
21,117606,10,40
22,211798,10,40
56,153451,10,35
24,224954,10,40
21,203914,10,10
31,382368,10,40
44,286750,10,40
38,105017,9,40
49,105431,9,40
33,144064,16,55
23,163665,10,15
37,152307,10,40
18,101795,6,40
44,261899,10,44
67,257557,4,40
39,287031,14,45
46,130364,9,40
39,74163,8,40
51,306784,9,40
41,82161,9,40
43,163985,9,40
47,168191,10,40
39,187098,15,47
41,138975,13,45
34,159322,13,50
47,164423,9,43
35,82552,12,40
22,353039,9,36
31,117963,9,60
30,174789,12,50
29,383402,10,35
24,216563,9,40
24,199883,10,60
45,100651,9,40
54,138852,9,40
43,190786,9,40
41,154194,9,40
34,80058,15,50
36,188540,13,40
51,508891,9,40
35,199288,7,90
40,166893,13,40
27,335421,13,20
31,327825,9,40
35,108198,9,15
20,184045,10,30
43,293305,13,40
33,150154,9,40
65,105252,9,40
50,167886,10,40
17,321880,6,15
35,167140,13,40
21,124589,9,40
43,233851,9,40
50,425804,13,40
28,224964,9,25
19,104830,4,25
43,192712,10,40
46,102388,15,45
43,311914,10,40
41,144460,10,40
61,171840,9,16
27,217200,10,40
33,295589,13,50
24,229393,7,40
26,150226,13,35
27,341672,10,40
61,92178,7,40
22,210474,9,40
21,27162,10,16
35,57640,9,35
41,122626,9,48
25,190107,9,16
23,314539,9,40
31,73514,9,40
29,110663,9,35
31,703107,9,40
51,152810,9,40
66,376506,16,40
35,299353,9,40
43,162108,13,40
52,218550,10,16
50,240612,9,10
90,87285,9,24
42,93770,9,40
45,160472,13,50
27,217530,9,40
24,341368,9,40
29,183111,11,40
46,98012,11,40
26,126829,10,40
19,63918,10,40
42,345969,13,48
28,153546,7,40
34,203408,13,50
71,422149,10,40
42,245317,9,50
53,98791,10,40
35,668319,13,80
48,115497,10,40
32,203674,12,36
29,148182,9,40
29,173611,10,40
41,40151,10,40
51,306784,9,30
20,526734,9,30
55,147098,9,50
32,223267,14,48
40,79036,11,50
52,189216,9,65
37,177277,10,40
27,288341,9,32
25,152035,9,40
46,194698,13,60
31,224234,9,40
56,33323,9,40
19,184710,10,20
35,129305,9,30
31,332379,9,40
36,247750,9,45
24,270517,9,40
26,66638,13,50
23,193089,7,40
44,277144,13,60
33,245777,9,40
48,265192,9,45
34,232475,10,50
52,165278,9,22
53,167033,10,40
42,230684,9,50
18,198616,8,20
33,203488,10,45
32,83413,13,35
41,37869,9,40
55,80445,13,40
37,434097,12,40
50,192982,9,40
45,34248,9,50
46,276087,9,50
21,304302,9,40
43,187728,10,50
34,167063,9,40
31,557853,13,47
37,75024,9,25
37,143547,13,40
31,440129,10,40
40,375603,9,40
46,164427,9,45
29,289991,14,50
58,316235,9,32
30,261677,5,40
37,105803,9,45
60,31577,11,40
74,236012,4,20
50,198681,10,70
55,282023,13,50
30,156464,14,45
45,142287,14,50
48,188081,9,40
24,185452,13,50
33,34748,9,20
37,180150,15,45
31,446358,10,40
33,214129,10,40
59,221336,6,40
47,161676,7,40
23,282579,11,56
54,37289,14,55
34,102130,9,65
41,55854,13,56
28,37250,13,16
49,168232,9,40
53,281074,9,40
54,230919,9,40
31,66815,9,50
39,192337,13,50
48,498328,6,40
31,227886,10,35
32,273241,13,40
22,236907,10,20
36,237943,13,45
41,190368,13,70
26,125680,13,16
41,328447,2,35
41,58124,9,40
65,258561,13,20
46,111163,9,38
32,213750,11,45
46,154083,14,25
52,101752,11,56
25,122175,13,45
39,126494,9,40
62,208266,11,40
22,109482,10,98
21,191243,10,40
32,134886,9,40
39,329980,13,50
55,143372,9,40
42,160369,14,50
30,329425,10,48
37,192939,9,40
18,283637,10,40
40,260761,13,40
45,305739,10,40
47,162924,13,60
23,329925,10,30
18,111256,9,20
24,147253,10,50
44,211759,13,40
34,36385,14,50
43,214781,14,40
36,231052,9,35
52,137428,9,45
26,39092,10,50
24,113936,13,40
32,118457,13,55
57,190997,13,50
46,278322,13,45
20,289944,10,20
56,50791,14,60
39,324231,9,40
50,172970,9,40
44,54507,9,40
32,240888,12,40
49,34545,10,40
42,184105,10,28
45,362883,9,40
44,260046,9,40
39,76767,10,60
34,202210,9,40
59,35411,9,40
39,325374,10,40
24,308205,4,40
49,219021,10,48
41,130760,13,24
36,179358,9,30
32,182556,13,45
48,213140,4,40
29,289960,9,48
32,90705,9,60
45,26781,10,40
63,301108,7,22
42,219288,4,40
25,176162,13,40
25,178478,13,40
21,161415,10,50
59,171328,6,30
37,379522,13,55
53,105478,13,40
36,181705,7,40
64,216208,10,40
39,187046,9,38
27,332249,9,40
48,175925,9,48
31,223046,9,60
31,58624,9,40
47,151267,9,40
57,139290,9,38
43,102180,14,50
43,151089,10,50
25,173062,13,40
29,150861,9,40
45,86644,13,55
36,174938,13,20
45,135776,14,30
69,349022,9,33
24,32732,9,50
37,173780,10,30
33,343925,9,40
51,141388,9,55
42,178074,9,40
30,36340,9,24
25,463667,9,8
22,54560,9,40
49,247892,10,30
33,120201,9,65
17,198606,7,16
26,151626,9,40
48,118023,15,13
27,212041,13,50
34,167497,10,50
48,189462,10,40
45,348854,10,27
29,116613,13,40
45,155093,6,38
42,66118,10,40
19,284652,10,15
41,290660,13,55
35,422933,13,37
40,181265,10,52
35,330664,10,40
30,340917,10,40
22,145477,9,40
61,71209,9,45
51,203435,10,40
33,147921,9,40
24,34446,10,37
51,246519,6,45
56,178353,10,40
38,277347,9,50
39,314007,11,40
39,124685,14,99
52,177366,9,20
61,156653,9,55
55,161334,9,25
38,150601,6,40
70,89787,9,20
24,187115,13,20
40,241895,9,40
35,301614,9,60
65,139960,9,60
33,240979,10,40
19,187352,9,40
44,54611,10,50
40,183765,9,40
30,117944,9,25
45,242994,10,52
22,206974,13,40
36,177858,13,40
27,212232,10,40
50,149770,14,40
18,156874,8,27
57,47619,12,40
44,104892,10,58
24,216129,9,50
22,113760,7,30
47,107460,9,37
20,360457,10,30
25,210278,13,30
38,73471,10,50
23,107578,13,40
40,70761,12,40
33,149726,9,46
23,140798,13,40
51,311569,9,40
22,199336,10,25
42,196001,9,40
24,52242,9,40
32,173730,13,40
24,200089,9,60
61,159822,4,40
33,59083,13,45
32,186824,9,40
48,118889,9,15
54,94055,13,40
45,192203,10,40
45,114797,9,40
22,112137,10,20
28,224634,13,45
32,202729,9,40
52,113094,13,40
25,236242,15,30
20,197997,10,40
65,178771,9,40
61,268797,9,17
60,165982,14,50
41,27305,9,40
40,248406,10,32
39,282153,10,20
25,129200,10,40
23,311376,11,40
33,55291,14,40
44,160829,13,20
67,268514,13,40
31,129804,5,40
24,113515,9,40
56,659558,8,40
48,383384,9,40
23,520759,9,30
30,391114,9,60
25,137951,9,30
70,177199,9,3
26,161007,11,80
34,173524,9,40
58,199278,13,38
32,131584,9,40
18,80163,10,20
31,147654,9,40
42,220647,13,45
28,125159,10,40
35,148903,9,16
49,177211,13,40
50,98980,13,40
28,273929,9,60
19,69151,5,25
36,747719,15,50
69,197288,9,35
65,243569,10,24
56,671292,9,38
44,267717,14,45
30,299223,10,40
46,192963,13,35
20,317443,10,15
59,99131,14,40
26,152240,10,40
44,215468,13,7
63,219540,9,40
42,198692,10,45
17,220384,7,15
49,225124,9,40
58,147428,14,40
47,115813,12,57
21,283969,9,40
48,155509,9,16
17,179319,6,30
45,318280,9,40
33,163003,13,40
21,68358,10,20
38,261241,10,45
19,240686,7,25
27,85126,9,40
25,190650,13,40
47,102628,10,40
32,328199,11,64
50,195298,10,50
46,266337,11,40
40,197919,12,40
47,215620,14,55
31,364657,10,50
17,266134,6,12
55,213615,9,40
43,118536,9,40
20,50397,10,35
53,108083,4,45
59,73411,15,30
57,138892,7,15
31,46807,13,40
32,43403,10,54
43,184378,13,40
41,92775,13,60
52,72743,9,50
27,120126,13,45
43,98989,9,40
22,107882,13,35
32,80058,7,43
58,202652,9,37
41,282882,9,40
23,309580,14,40
36,133655,9,40
46,222115,13,40
46,30219,10,38
23,420973,13,40
74,260669,6,1
47,181307,10,60
59,365390,10,40
26,523067,10,3
33,165235,13,35
22,162282,11,40
58,147707,7,40
34,30673,14,55
47,193047,16,50
48,119565,9,40
34,190385,14,40
52,292110,3,40
22,298227,9,35
21,199915,10,40
27,23740,9,38
61,224784,12,90
26,288592,9,40
43,30824,10,40
32,176998,13,40
37,212437,10,48
22,326334,10,35
24,130741,13,40
44,161819,9,40
53,123011,14,45
20,204641,9,20
28,294936,9,45
26,208122,10,45
28,210498,9,40
44,116825,15,80
53,197492,9,40
27,37599,10,24
37,112497,14,50
27,208249,9,62
43,334991,10,51
30,190385,13,40
45,170092,10,50
34,101517,10,35
25,34541,11,36
63,30813,14,50
26,109570,10,35
44,197919,10,40
19,213644,9,40
53,239284,9,40
30,203488,10,40
37,131463,6,33
43,180609,13,45
30,176175,11,24
34,189944,10,72
27,219863,9,40
27,124680,14,40
52,153312,12,40
46,101722,10,40
44,37997,9,60
26,158963,14,40
29,169544,11,40
34,98656,10,40
39,151248,10,35
17,117549,6,12
62,26911,4,66
24,437666,9,50
32,97723,10,38
38,22245,16,45
25,462869,9,40
40,390369,9,40
60,114060,10,40
30,164190,13,42
50,201882,14,30
50,177896,9,50
19,250818,10,40
30,423064,9,35
37,166497,9,38
55,337599,10,40
32,182975,10,20
33,193285,13,38
40,362482,11,50
20,89991,10,32
35,216129,8,40
21,99199,10,10
51,26832,9,40
39,49308,13,40
23,201138,10,8
55,168790,9,44
37,241962,7,50
54,118793,9,45
26,131686,13,40
37,258037,9,45
17,32124,5,9
22,99199,9,48
49,329603,13,40
19,386378,10,20
35,276153,13,40
33,126950,9,60
37,173968,9,40
49,123681,14,43
22,324445,9,40
43,113324,13,40
37,593246,13,50
29,168221,13,70
72,426562,7,35
58,227800,2,50
29,196971,13,72
19,351040,10,40
45,298130,9,25
59,147989,10,50
35,218955,13,40
44,403782,11,45
46,358585,10,40
48,174386,14,40
39,272950,13,45
25,44363,9,35
47,193012,14,50
30,46712,9,40
20,183594,10,50
56,178033,10,60
75,104896,9,20
65,386672,11,15
49,123598,9,30
21,129350,10,40
45,192323,12,66
33,87605,9,40
31,182237,6,40
38,186934,10,45
24,308285,9,40
59,169982,13,50
45,102076,10,32
59,182460,13,60
27,69132,13,40
24,164529,8,40
48,73434,9,40
45,253116,6,40
35,174503,9,40
27,234664,10,40
33,246038,13,40
41,118619,13,50
51,70767,9,40
31,219509,9,40
34,473133,9,60
62,205643,15,45
62,115023,10,40
32,133503,9,40
52,95704,5,40
33,348592,9,40
22,262819,10,40
42,179524,13,50
37,128715,13,60
28,185127,10,40
44,177240,15,40
46,45288,13,40
49,143459,5,38
42,138162,10,40
17,132636,7,15
29,308136,10,40
25,146117,10,42
48,131826,10,40
21,263641,9,40
64,202738,9,35
20,117618,10,40
23,233626,13,25
18,174394,9,20
17,104232,6,10
37,326400,9,30
33,93056,4,40
19,37332,9,20
21,410439,10,24
17,73145,5,16
35,46385,9,90
64,183513,9,25
20,210781,10,35
37,215419,12,25
24,258298,11,45
43,292175,14,45
35,287658,10,40
36,184112,15,45
46,133169,11,40
43,174575,10,45
66,76212,9,50
26,189502,13,80
23,217961,9,45
37,127961,9,40
65,109351,5,24
43,163847,13,50
24,200295,10,40
55,119751,14,40
39,98776,10,50
38,160192,9,44
20,137974,10,30
29,543477,10,40
34,324254,9,40
28,30912,9,43
17,354201,9,40
45,266860,14,50
43,23157,9,60
27,105598,9,40
28,331381,13,40
29,389713,11,40
39,190728,9,40
26,160340,9,60
31,149726,9,50
23,287988,13,40
57,146103,13,45
35,239755,13,38
41,251305,10,40
42,281209,10,50
51,107096,9,50
22,306593,9,40
40,329924,9,30
19,188008,10,20
55,92215,9,45
68,144137,10,30
35,205852,9,40
28,31778,13,40
32,207668,13,50
36,41624,6,70
22,399020,10,55
51,213296,9,30
44,116632,14,50
37,217689,10,32
61,195519,14,25
21,247779,7,38
52,152373,9,40
37,545483,12,40
45,106110,10,99
50,44368,10,40
30,202450,9,65
35,290226,9,40
42,266135,10,52
47,362654,9,40
32,218322,9,40
58,203039,5,40
39,201105,13,55
46,167381,9,40
38,31964,5,40
33,143540,9,40
27,35032,10,40
38,210866,9,44
56,170217,9,45
45,84324,12,50
49,180532,14,40
32,112650,9,40
70,102610,10,80
24,306515,9,40
49,175070,10,40
41,433989,11,60
20,216563,10,20
25,323545,9,40
28,89718,9,48
52,160703,9,48
47,323798,13,40
30,257849,4,48
24,102942,10,50
46,330901,10,40
20,120601,9,40
50,151580,12,45
46,585361,5,40
37,164526,16,45
30,95299,9,40
41,119266,9,40
36,68089,9,40
64,221343,2,12
68,241174,4,16
32,250354,6,45
43,96483,9,40
31,132996,9,45
36,202950,13,50
43,62857,10,60
20,505980,10,40
50,217577,9,40
49,115784,10,40
32,402361,9,40
24,82847,9,50
23,217961,10,15
49,99361,15,45
23,376416,9,40
31,341672,10,50
31,318647,7,40
22,214399,10,30
55,381965,13,40
54,58898,10,48
36,123983,13,55
64,65991,9,45
27,311446,9,40
65,113323,13,40
26,163747,13,55
34,177331,10,40
18,378707,6,20
26,154571,10,45
33,333701,11,40
34,183801,13,14
35,31095,11,60
25,111058,12,40
30,158291,13,40
36,150548,9,30
50,140592,9,40
36,239074,12,40
36,106964,9,40
35,149347,10,45
48,110457,10,40
29,50295,10,48
36,81896,13,45
34,186346,9,40
32,97614,10,40
38,149455,9,40
23,250037,10,50
23,133239,11,40
26,183965,9,40
43,220109,10,44
23,54012,9,60
39,262841,9,50
48,177211,7,40
59,32537,9,40
49,129513,9,50
34,281852,9,80
40,101272,9,32
47,161950,9,32
34,353881,9,60
19,226913,10,20
22,340543,9,40
41,274363,10,42
39,237943,13,30
20,178628,10,40
29,208534,15,80
23,543028,9,40
20,157145,10,10
35,340260,9,48
41,200574,15,60
63,188914,9,40
31,29662,10,60
50,108446,10,40
27,706026,7,40
29,200928,9,40
43,117627,10,40
49,94606,16,60
50,175339,9,40
54,143822,10,45
38,101192,10,40
36,350783,9,38
38,287701,7,48
36,281021,9,45
25,209970,13,40
56,198277,8,40
63,267101,13,60
71,130436,2,28
23,179423,13,5
29,95423,14,36
51,133336,14,40
35,189382,9,40
33,231826,2,40
19,97261,8,40
20,55233,10,40
24,222005,9,30
45,169092,9,55
21,204425,10,20
37,236359,10,37
42,34037,13,35
38,430035,5,54
55,173093,10,40
20,107746,7,40
23,103588,10,25
44,89172,13,80
33,159548,12,40
27,377680,11,50
30,130078,13,45
24,234640,9,36
21,119156,9,40
28,478315,13,40
37,237995,11,48
31,62165,9,40
48,240917,7,35
42,102343,15,72
49,196571,13,45
25,156848,9,35
45,162915,10,50
42,154374,13,60
35,197365,9,40
25,374163,8,60
49,109705,10,32
59,158813,10,60
25,139012,13,40
28,298696,13,40
40,101593,13,50
36,46706,9,40
19,199441,9,40
29,276345,9,50
35,210844,12,40
43,336042,9,40
36,61178,7,40
34,246439,9,45
53,303462,9,30
35,172845,11,30
42,190543,10,40
44,207578,13,35
27,36440,15,65
50,144361,9,50
55,145214,10,20
28,96020,13,40
24,138768,12,30
55,282753,3,25
56,65325,13,50
41,170214,9,40
24,461678,6,40
29,198825,9,38
49,183013,9,40
40,406811,10,40
47,148995,13,60
37,183800,12,40
28,160786,9,40
49,165953,9,40
53,233369,10,40
48,238726,9,40
30,167309,13,40
37,202027,14,50
30,285902,12,40
47,200471,11,40
52,174964,9,40
50,125417,12,40
30,160634,11,40
60,109530,11,40
33,147700,9,40
34,148226,9,48
29,350162,13,40
53,22978,14,50
48,197702,10,40
44,203761,13,40
45,337825,9,45
30,197886,10,45
52,149650,16,40
37,87076,9,40
40,33155,9,40
30,193380,13,35
40,291808,9,40
54,204397,10,50
74,180455,13,8
33,252168,10,40
61,84409,9,35
44,98989,13,38
47,148995,9,60
26,31143,9,45
32,116508,10,50
44,133060,10,60
44,281739,10,50
44,37618,9,40
21,177711,9,40
47,80914,14,47
60,166386,7,30
35,270059,10,30
25,278404,13,40
34,115040,9,44
35,272476,12,35
36,325374,10,40
36,178222,13,60
34,115488,9,40
40,39581,15,40
36,217077,9,50
54,128378,13,40
33,203463,9,40
50,116933,9,33
23,156807,5,36
75,71898,1,48
29,130856,9,45
23,129232,9,40
28,197932,10,16
24,176389,9,40
38,194304,10,55
37,163998,12,50
37,119929,9,40
41,114157,9,40
52,186303,10,55
35,308945,9,75
75,213349,9,20
26,284250,9,40
37,342768,9,40
33,33727,14,40
18,126021,9,20
29,29732,13,24
61,238611,4,38
57,110417,10,75
33,296282,9,40
42,45363,12,50
44,98106,10,40
36,188972,10,40
60,39352,4,48
43,240698,13,40
63,110890,14,70
39,387068,9,40
60,191188,9,40
56,92444,10,50
34,92682,9,40
56,165881,9,50
29,409201,10,40
19,69770,10,20
47,71221,9,60
49,343742,6,32
27,213152,10,40
23,315065,10,35
37,196529,14,45
19,160811,9,38
36,356824,9,40
55,393768,11,40
22,153805,9,20
28,187160,15,55
38,197077,9,40
71,179574,15,12
47,181363,14,40
38,198170,11,40
43,174325,4,40
39,346478,10,45
41,210259,10,37
51,33863,14,45
75,231741,16,3
44,167005,10,55
39,257942,13,60
49,28334,10,45
23,55465,10,40
35,538583,7,40
41,106627,12,50
42,212894,11,40
61,210488,9,50
48,167918,14,50
48,152915,10,40
24,223811,10,40
25,125159,12,40
26,247025,9,65
27,271714,10,30
50,93705,10,40
53,247651,4,56
36,54159,13,45
35,220595,9,40
25,164938,9,40
52,202956,4,40
38,112497,13,60
33,275632,9,40
28,153291,9,35
38,237713,13,60
28,207473,10,40
40,403550,10,50
39,114844,15,65
32,206541,7,50
37,143368,16,60
58,356067,13,40
69,512992,7,45
34,223212,13,40
25,171818,13,40
38,195025,9,32
28,96219,13,15
35,411395,10,36
61,260167,9,40
46,173243,9,40
23,173679,10,40
28,78870,13,40
46,317253,9,25
33,209768,13,40
38,176357,9,50
49,309033,11,60
37,154410,14,40
38,227154,13,40
30,76107,9,45
45,170871,9,60
21,32616,9,16
17,57324,6,30
20,91733,10,8
36,361888,9,45
56,367984,11,40
56,70720,14,60
39,203070,9,40
31,253354,13,50
47,194698,9,50
47,573583,9,48
19,574271,9,28
25,311124,15,20
46,59767,10,50
33,433375,2,35
42,27821,11,60
49,298445,15,60
30,203488,9,50
43,170785,10,55
39,30529,13,40
58,123329,9,16
26,31143,10,40
36,93225,9,40
19,164938,10,25
34,265706,14,60
27,106935,10,40
34,199539,9,48
28,263015,6,40
35,143152,10,27
61,111563,13,20
19,344414,10,40
56,104996,9,40
33,229051,10,52
51,673764,14,40
41,421837,9,40
57,188330,9,78
64,192596,9,30
20,223811,9,40
28,202558,10,40
48,493862,9,38
47,102308,15,45
37,61778,13,30
51,251487,4,40
37,223020,11,32
36,207853,9,40
39,209609,9,50
31,374833,2,40
30,106742,8,75
27,408623,13,50
49,202053,9,32
56,163212,9,40
45,208802,15,36
33,170769,9,40
30,193598,1,40
35,233571,9,50
38,108140,14,50
22,62865,12,40
20,170091,10,10
64,341695,10,40
43,269015,9,40
38,107125,10,60
43,240170,13,50
36,199739,9,60
22,290504,9,40
51,306790,9,40
26,256263,9,25
29,125190,9,40
27,102889,10,40
47,111797,10,35
60,225526,9,32
56,245215,16,50
23,70894,12,40
23,260254,9,40
44,210525,13,40
48,143281,9,48
63,137940,15,50
33,126223,9,40
43,212894,10,40
45,53123,7,25
38,33983,10,40
45,172822,9,52
46,97863,11,40
33,124052,9,40
67,158301,9,60
43,233865,9,40
26,266912,9,50
36,98360,9,40
35,142616,9,30
44,191814,10,45
41,140886,9,40
26,118497,9,60
37,278576,9,60
18,240183,9,20
26,352768,9,40
60,308608,9,50
39,245361,13,25
48,235108,9,40
40,223277,13,50
30,133602,13,40
33,365908,9,40
56,147653,9,32
32,226267,3,40
38,318886,13,52
20,214542,10,40
24,327518,11,45
20,184756,10,12
53,224894,3,10
64,133166,9,5
29,271012,6,40
19,131615,9,40
35,342768,9,40
32,190784,10,40
29,147340,10,40
30,164190,11,52
47,155124,11,40
21,70261,10,30
25,315643,9,30
26,244372,9,52
44,95150,10,50
53,196278,10,40
47,251508,9,36
32,116539,13,55
39,240841,10,25
31,189461,12,41
28,50512,13,50
54,35459,9,40
17,142912,6,40
34,246104,14,40
49,147032,9,8
40,96055,9,45
41,56795,14,45
33,287908,10,50
31,178370,9,99
57,99364,5,40
19,445728,9,40
35,115618,9,50
48,194772,12,40
38,77820,9,40
28,169069,9,40
36,749105,9,36
65,226215,13,15
38,133586,9,45
55,271795,9,40
26,366900,9,40
30,73514,13,45
26,179633,9,40
28,126129,10,40
45,176917,9,40
35,65876,9,40
48,345006,13,45
43,208613,13,40
27,213421,15,50
51,124963,14,40
41,193524,9,40
34,299635,14,50
46,353824,12,40
55,124137,10,40
45,347321,9,40
34,185063,10,45
35,125933,13,60
30,181372,13,33
62,109463,10,33
33,113364,9,40
43,160246,10,40
23,53245,5,40
37,187311,10,60
41,183203,9,50
47,199832,9,40
45,223319,10,45
28,141350,13,45
22,208946,10,40
50,129673,13,50
61,103575,9,37
30,81282,9,40
30,121142,13,40
31,202822,10,40
26,121559,9,40
38,181721,13,40
55,238638,9,40
51,125796,10,35
56,61885,13,65
21,282484,10,40
40,308027,9,40
60,88055,10,24
60,44915,14,10
20,154779,10,40
28,185647,10,48
31,157078,6,40
27,106721,9,40
29,220656,13,40
33,104509,9,40
64,289741,10,20
19,129151,9,40
32,30497,11,40
28,70100,13,60
26,211497,10,40
36,247807,11,40
32,81528,9,60
21,102766,10,40
50,104729,9,48
28,334032,11,50
72,107814,14,60
62,200577,14,45
46,174209,9,45
26,85482,9,40
27,153291,15,50
46,551962,9,50
21,155066,10,40
24,54560,9,45
49,105614,6,50
32,186824,13,40
33,167474,12,40
22,186452,6,30
53,341439,14,60
51,125417,14,42
43,972354,10,48
39,114055,13,40
64,46087,13,50
45,67716,10,60
56,187355,10,60
38,114079,9,44
39,126569,15,60
20,117767,10,25
30,188403,10,40
29,81648,9,55
39,348521,10,99
33,134886,10,30
44,190020,13,50
25,114838,15,8
54,87205,9,15
42,153414,13,40
40,26892,13,40
38,51100,13,40
36,150309,11,40
18,716066,6,30
36,178815,13,40
30,278502,9,62
46,154940,10,40
60,132529,9,40
22,138542,10,35
36,41017,10,52
24,23438,9,40
20,151790,10,30
45,178416,11,40
32,173351,9,48
30,159442,9,40
42,184682,12,40
46,456956,9,60
35,140752,9,40
48,130561,10,24
29,96718,9,37
17,95799,7,18
67,134906,9,32
32,176253,10,40
24,210029,9,37
64,170421,10,8
39,32312,13,60
29,229656,9,50
38,175232,9,48
23,41432,13,15
35,54576,9,40
51,25932,9,60
34,301591,9,35
21,67804,5,20
18,148644,9,28
29,358124,9,52
64,477697,9,16
62,115763,14,40
23,214635,9,40
22,167868,9,30
32,159589,9,50
53,72257,10,55
28,138269,9,40
49,199378,9,40
34,130369,9,48
43,69758,12,40
42,130126,13,40
33,137674,9,40
25,182809,9,40
50,138270,9,40
42,195124,4,35
53,608184,13,40
47,386136,9,35
47,162187,10,40
32,93213,12,62
67,233681,12,35
27,192283,11,38
47,159869,16,50
51,175339,13,47
55,206487,10,40
45,187969,11,38
27,267989,10,40
19,67759,9,43
43,196084,14,55
63,78383,9,45
48,183486,11,56
26,192262,13,45
51,160703,8,45
38,204756,9,40
34,366898,9,40
39,160123,9,40
32,316769,7,40
67,342175,14,40
35,265954,9,40
36,279721,9,40
18,112974,7,3
31,243665,9,41
44,311357,15,50
38,220783,9,20
36,257691,13,20
47,454989,9,40
46,173613,9,30
36,58343,13,42
31,91964,10,40
43,188905,3,40
43,160674,9,40
45,363677,16,30
55,113912,11,20
27,215955,10,40
46,109209,10,40
43,281138,9,40
54,96460,9,60
23,133355,10,15
90,206667,14,40
21,165107,10,40
41,352812,10,40
27,327766,10,45
44,138975,9,55
29,89813,9,40
40,145439,3,40
31,173495,9,40
32,63564,9,40
50,168672,14,40
51,384248,10,50
43,186144,9,40
43,151089,9,50
25,302465,8,40
23,241951,10,40
52,279129,10,37
21,108687,10,40
50,37913,13,40
30,119411,13,40
22,344176,9,20
64,126233,9,20
43,112967,10,40
28,291374,8,40
43,106982,13,40
31,207685,9,34
21,312956,9,40
45,329144,10,40
23,233472,13,40
25,391591,8,40
50,99925,9,32
40,222756,10,40
47,329144,9,45
40,400061,10,40
32,90653,9,40
29,190636,10,60
25,120238,13,40
45,160724,13,45
34,271933,13,45
22,195532,10,43
30,103649,10,40
62,164518,9,38
55,143266,9,25
76,243768,3,20
54,118365,6,10
21,321666,9,40
36,167691,10,50
42,118212,5,40
41,162140,9,40
31,118399,7,40
60,90915,7,40
36,592930,9,50
25,199545,10,15
42,175935,9,46
54,136224,14,30
36,321760,13,17
31,184306,11,60
75,314209,11,20
35,452283,9,40
54,82551,11,10
45,246891,14,40
27,62737,11,40
56,121362,13,32
44,147265,10,40
44,171589,11,40
59,75867,14,60
37,77820,13,45
30,633742,10,45
45,204205,6,65
45,247043,7,42
32,164197,13,44
63,133144,9,20
40,202872,9,40
28,269246,7,40
31,206609,9,40
22,113936,9,40
25,169124,9,45
66,234743,10,50
35,30529,9,40
58,131608,10,40
59,146477,15,40
54,205066,6,36
71,130731,9,35
54,206964,10,40
37,312271,14,65
26,233933,6,32
53,287317,9,32
46,218329,10,40
43,50356,10,50
31,203488,12,40
30,212237,13,45
60,83850,9,40
27,42734,10,25
55,321333,10,40
63,264968,13,40
52,162381,9,40
68,67791,10,40
50,204518,4,40
24,108495,10,40
57,201991,13,40
48,88564,10,45
26,152457,9,40
22,218445,10,40
29,132686,15,50
48,176140,7,40
57,108426,9,48
35,166606,9,40
47,191277,10,50
50,204447,14,65
46,276934,13,70
33,101352,15,50
30,166961,10,20
53,88842,9,40
20,190429,10,40
17,232713,6,30
32,34066,6,40
23,110128,10,40
29,229300,13,48
46,316205,13,40
34,177675,13,55
35,165799,9,60
37,218249,7,30
66,127921,9,55
23,184665,9,50
27,113501,14,45
29,282944,16,50
19,143857,10,35
27,58654,11,40
64,91343,10,40
34,429897,13,45
42,255847,9,48
42,266084,10,45
24,119156,9,40
48,80651,9,55
28,99478,9,40
51,86373,13,25
30,278522,7,40
52,104501,10,40
36,30267,9,50
46,398986,16,52
42,358677,9,35
47,192053,9,40
28,53147,13,40
27,176514,13,40
56,109856,13,50
19,278480,10,40
55,207489,13,50
34,148207,10,65
26,37379,13,45
56,91545,6,36
31,61559,9,50
39,176186,10,40
46,441542,13,40
50,176969,9,40
63,187635,9,40
19,258470,9,40
28,395022,11,40
46,102597,13,40
30,220148,9,50
53,205005,13,60
50,31014,9,40
20,174714,10,15
30,154950,10,60
48,185041,9,50
25,25386,11,40
41,179580,10,36
42,195897,9,40
52,23780,10,40
37,35330,9,55
30,124187,9,60
32,207201,13,45
58,142182,9,25
23,308498,10,15
21,109952,9,40
47,188330,9,25
38,165930,10,50
22,269583,4,40
29,253856,13,20
64,150121,16,25
36,108320,14,30
54,206862,9,36
27,38918,9,75
62,232308,13,40
84,132806,9,13
23,133061,9,80
35,102471,9,80
37,256636,9,40
57,27385,13,10
27,196044,10,60
55,32365,13,45
66,340734,9,40
21,136610,8,32
28,189530,12,40
43,155106,13,53
40,170525,10,38
55,174662,9,32
40,343068,10,40
29,131310,12,40
31,150324,12,40
48,247685,10,40
41,89226,9,40
23,240049,1,40
19,119964,9,15
37,130277,3,40
28,38079,10,55
32,195891,13,55
36,128757,13,36
